"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\capacité de prise en charge propre beaucoup plus limitée. Passe plus de 50 % de son temps au lit ou dans une chaise.\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\capacité de prise en charge propre beaucoup plus limitée. Passe plus de 50 % de son temps au lit ou dans une chaise.\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\complètement grabataire. Incapable de se prendre en charge. Le patient reste totalement confiné au lit ou dans une chaise.\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\PerformanceStatus\complètement grabataire. Incapable de se prendre en charge. Le patient reste totalement confiné au lit ou dans une chaise.\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\G8\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\G8\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeType\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeType\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeValue\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\HistologicalGradeValue\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeType\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeType\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeValue\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\StadeValue\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\DiagnosisDate\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\DiagnosisDate\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\TopographyCode\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\MorphologyCode\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\MorphologyCode\"
"\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\Laterality\","\\OSIRIS\i2b2\OSIRIS\tumorPathologyEvent\Laterality\"
"\\OSIRIS\i2b2\OSIRIS\TNM\","\\OSIRIS\i2b2\OSIRIS\TNM\"
"\\OSIRIS\TNM\T\","\\OSIRIS\TNM\T\"
"\\OSIRIS\TNM\T\Tx\","\\OSIRIS\TNM\T\Tx\"
"\\OSIRIS\TNM\T\T0\","\\OSIRIS\TNM\T\T0\"
"\\OSIRIS\TNM\T\T1\","\\OSIRIS\TNM\T\T1\"
"\\OSIRIS\TNM\T\T1a\","\\OSIRIS\TNM\T\T1a\"
"\\OSIRIS\TNM\T\T1b\","\\OSIRIS\TNM\T\T1b\"
"\\OSIRIS\TNM\T\T1c\","\\OSIRIS\TNM\T\T1c\"
"\\OSIRIS\TNM\T\T2\","\\OSIRIS\TNM\T\T2\"
"\\OSIRIS\TNM\T\T3\","\\OSIRIS\TNM\T\T3\"
"\\OSIRIS\TNM\T\T4\","\\OSIRIS\TNM\T\T4\"
"\\OSIRIS\TNM\T\T4a\","\\OSIRIS\TNM\T\T4a\"
"\\OSIRIS\TNM\T\T4b\","\\OSIRIS\TNM\T\T4b\"
"\\OSIRIS\TNM\T\T4c\","\\OSIRIS\TNM\T\T4c\"
"\\OSIRIS\TNM\T\T4d\","\\OSIRIS\TNM\T\T4d\"
"\\OSIRIS\TNM\N\","\\OSIRIS\TNM\N\"
"\\OSIRIS\TNM\M\","\\OSIRIS\TNM\M\"
"\\OSIRIS\TNM\TNMVersion\","\\OSIRIS\TNM\TNMVersion\"
"\\OSIRIS\TNM\TNMType\","\\OSIRIS\TNM\TNMType\"
"\\OSIRIS\i2b2\OSIRIS\Treatment\","\\OSIRIS\i2b2\OSIRIS\Treatment\"
"\\OSIRIS\Treatment\Type\","\\OSIRIS\Treatment\Type\"
"\\OSIRIS\Treatment\LineNumber\","\\OSIRIS\Treatment\LineNumber\"
"\\OSIRIS\Treatment\ActivityCode\","\\OSIRIS\Treatment\ActivityCode\"
"\\OSIRIS\Treatment\StartDate\","\\OSIRIS\Treatment\StartDate\"
"\\OSIRIS\Treatment\EndDate\","\\OSIRIS\Treatment\EndDate\"
"\\OSIRIS\Treatment\ClinicalTrialContext\","\\OSIRIS\Treatment\ClinicalTrialContext\"
"\\OSIRIS\Treatment\ClinicalTrialName\","\\OSIRIS\Treatment\ClinicalTrialName\"
"\\OSIRIS\Treatment\ClinicalTrialId\","\\OSIRIS\Treatment\ClinicalTrialId\"
"\\OSIRIS\Treatment\SurgeryResectionQuality\","\\OSIRIS\Treatment\SurgeryResectionQuality\"
"\\OSIRIS\Treatment\SurgeryNature\","\\OSIRIS\Treatment\SurgeryNature\"
"\\OSIRIS\Treatment\ResponseEvaluation\","\\OSIRIS\Treatment\ResponseEvaluation\"
"\\OSIRIS\ResponseEvaluation\Date\","\\OSIRIS\ResponseEvaluation\Date\"
"\\OSIRIS\ResponseEvaluation\Status\","\\OSIRIS\ResponseEvaluation\Status\"
"\\OSIRIS\i2b2\OSIRIS\ResponseEvaluation\","\\OSIRIS\i2b2\OSIRIS\ResponseEvaluation\"
"\\OSIRIS\ResponseEvaluation\Date\","\\OSIRIS\ResponseEvaluation\Date\"
"\\OSIRIS\ResponseEvaluation\Status\","\\OSIRIS\ResponseEvaluation\Status\"
"\\OSIRIS\i2b2\OSIRIS\AdverseEvent\","\\OSIRIS\i2b2\OSIRIS\AdverseEvent\"
"\\OSIRIS\AdverseEvent\Code\","\\OSIRIS\AdverseEvent\Code\"
"\\OSIRIS\AdverseEvent\Date\","\\OSIRIS\AdverseEvent\Date\"
"\\OSIRIS\AdverseEvent\EndDate\","\\OSIRIS\AdverseEvent\EndDate\"
"\\OSIRIS\AdverseEvent\Grade\","\\OSIRIS\AdverseEvent\Grade\"
"\\OSIRIS\i2b2\OSIRIS\BiologicalSample\","\\OSIRIS\i2b2\OSIRIS\BiologicalSample\"
"\\OSIRIS\BiologicalSample\SampleExternalAccession\","\\OSIRIS\BiologicalSample\SampleExternalAccession\"
"\\OSIRIS\BiologicalSample\ParentSampleExternalAccession\","\\OSIRIS\BiologicalSample\ParentSampleExternalAccession\"
"\\OSIRIS\BiologicalSample\CollectDate\","\\OSIRIS\BiologicalSample\CollectDate\"
"\\OSIRIS\BiologicalSample\TopographyCode\","\\OSIRIS\BiologicalSample\TopographyCode\"
"\\OSIRIS\BiologicalSample\Nature\","\\OSIRIS\BiologicalSample\Nature\"
"\\OSIRIS\BiologicalSample\Origin\","\\OSIRIS\BiologicalSample\Origin\"
"\\OSIRIS\BiologicalSample\StorageTemperature\","\\OSIRIS\BiologicalSample\StorageTemperature\"
"\\OSIRIS\BiologicalSample\TumorCellularity\","\\OSIRIS\BiologicalSample\TumorCellularity\"
"\\OSIRIS\i2b2\OSIRIS\Biomarker\","\\OSIRIS\i2b2\OSIRIS\Biomarker\"
"\\OSIRIS\Biomarker\Code\","\\OSIRIS\Biomarker\Code\"
"\\OSIRIS\Biomarker\Value\","\\OSIRIS\Biomarker\Value\"
"\\OSIRIS\Biomarker\Unit\","\\OSIRIS\Biomarker\Unit\"
"\\OSIRIS\i2b2\OSIRIS\Drug\","\\OSIRIS\i2b2\OSIRIS\Drug\"
"\\OSIRIS\Drug\Code\","\\OSIRIS\Drug\Code\"
"\\OSIRIS\Drug\Name\","\\OSIRIS\Drug\Name\"
"\\OSIRIS\Drug\Treatment\","\\OSIRIS\Drug\Treatment\"
"\\OSIRIS\Treatment\Type\","\\OSIRIS\Treatment\Type\"
"\\OSIRIS\Treatment\LineNumber\","\\OSIRIS\Treatment\LineNumber\"
"\\OSIRIS\Treatment\ActivityCode\","\\OSIRIS\Treatment\ActivityCode\"
"\\OSIRIS\Treatment\StartDate\","\\OSIRIS\Treatment\StartDate\"
"\\OSIRIS\Treatment\EndDate\","\\OSIRIS\Treatment\EndDate\"
"\\OSIRIS\Treatment\ClinicalTrialContext\","\\OSIRIS\Treatment\ClinicalTrialContext\"
"\\OSIRIS\Treatment\ClinicalTrialName\","\\OSIRIS\Treatment\ClinicalTrialName\"
"\\OSIRIS\Treatment\ClinicalTrialId\","\\OSIRIS\Treatment\ClinicalTrialId\"
"\\OSIRIS\Treatment\SurgeryResectionQuality\","\\OSIRIS\Treatment\SurgeryResectionQuality\"
"\\OSIRIS\Treatment\SurgeryNature\","\\OSIRIS\Treatment\SurgeryNature\"
"\\OSIRIS\i2b2\OSIRIS\Consent\","\\OSIRIS\i2b2\OSIRIS\Consent\"
"\\OSIRIS\Consent\Date\","\\OSIRIS\Consent\Date\"
"\\OSIRIS\Consent\GeneticAnalysisAuthorization\","\\OSIRIS\Consent\GeneticAnalysisAuthorization\"
"\\OSIRIS\i2b2\OSIRIS\RelatedPathology\","\\OSIRIS\i2b2\OSIRIS\RelatedPathology\"
"\\OSIRIS\RelatedPathology\PathologyCode\","\\OSIRIS\RelatedPathology\PathologyCode\"
"\\OSIRIS\RelatedPathology\DiagnosisDate\","\\OSIRIS\RelatedPathology\DiagnosisDate\"
"\\OSIRIS\RelatedPathology\PathologyEndDate\","\\OSIRIS\RelatedPathology\PathologyEndDate\"
"\\OSIRIS\i2b2\OSIRIS\FamilyCancerHistory\","\\OSIRIS\i2b2\OSIRIS\FamilyCancerHistory\"
"\\OSIRIS\FamilyCancerHistory\TopographyCode\","\\OSIRIS\FamilyCancerHistory\TopographyCode\"
"\\OSIRIS\FamilyCancerHistory\Parentage\","\\OSIRIS\FamilyCancerHistory\Parentage\"
"\\OSIRIS\i2b2\OSIRIS\Annotation\","\\OSIRIS\i2b2\OSIRIS\Annotation\"
"\\OSIRIS\Annotation\AlterationType\","\\OSIRIS\Annotation\AlterationType\"
"\\OSIRIS\Annotation\ReferenceType\","\\OSIRIS\Annotation\ReferenceType\"
"\\OSIRIS\Annotation\ReferenceDatabase\","\\OSIRIS\Annotation\ReferenceDatabase\"
"\\OSIRIS\Annotation\ReferenceValue\","\\OSIRIS\Annotation\ReferenceValue\"
"\\OSIRIS\Annotation\PfamDomain\","\\OSIRIS\Annotation\PfamDomain\"
"\\OSIRIS\Annotation\PfamId\","\\OSIRIS\Annotation\PfamId\"
"\\OSIRIS\Annotation\MutationPredictionAlgorithm\","\\OSIRIS\Annotation\MutationPredictionAlgorithm\"
"\\OSIRIS\Annotation\MutationPredictionValue\","\\OSIRIS\Annotation\MutationPredictionValue\"
"\\OSIRIS\Annotation\MutationPredictionScore\","\\OSIRIS\Annotation\MutationPredictionScore\"
"\\OSIRIS\Annotation\DNARegionName\","\\OSIRIS\Annotation\DNARegionName\"
"\\OSIRIS\Annotation\DNASequenceVariation\","\\OSIRIS\Annotation\DNASequenceVariation\"
"\\OSIRIS\Annotation\AminoAcidChange\","\\OSIRIS\Annotation\AminoAcidChange\"
"\\OSIRIS\Annotation\GenomicSequenceVariation\","\\OSIRIS\Annotation\GenomicSequenceVariation\"
"\\OSIRIS\Annotation\RNASequenceVariation\","\\OSIRIS\Annotation\RNASequenceVariation\"
"\\OSIRIS\Annotation\AminoAcidChangeType\","\\OSIRIS\Annotation\AminoAcidChangeType\"
"\\OSIRIS\Annotation\FusionPrimeEnd\","\\OSIRIS\Annotation\FusionPrimeEnd\"
"\\OSIRIS\Annotation\Strand\","\\OSIRIS\Annotation\Strand\"
"\\OSIRIS\Annotation\Symbol\","\\OSIRIS\Annotation\Symbol\"
"\\OSIRIS\Annotation\AlterationOnSample\","\\OSIRIS\Annotation\AlterationOnSample\"
"\\OSIRIS\AlterationOnSample\Pathogenicity\","\\OSIRIS\AlterationOnSample\Pathogenicity\"
"\\OSIRIS\AlterationOnSample\Actionability\","\\OSIRIS\AlterationOnSample\Actionability\"
"\\OSIRIS\AlterationOnSample\ProposedForOrientation\","\\OSIRIS\AlterationOnSample\ProposedForOrientation\"
"\\OSIRIS\AlterationOnSample\Variant\","\\OSIRIS\AlterationOnSample\Variant\"
"\\OSIRIS\AlterationOnSample\Variant\Alteration\","\\OSIRIS\AlterationOnSample\Variant\Alteration\"
"\\OSIRIS\AlterationOnSample\Variant\Alteration\Chromosome\","\\OSIRIS\AlterationOnSample\Variant\Alteration\Chromosome\"
"\\OSIRIS\AlterationOnSample\Variant\Alteration\GenomicStart\","\\OSIRIS\AlterationOnSample\Variant\Alteration\GenomicStart\"
"\\OSIRIS\AlterationOnSample\Variant\Alteration\GenomicStop\","\\OSIRIS\AlterationOnSample\Variant\Alteration\GenomicStop\"
"\\OSIRIS\AlterationOnSample\Variant\Alteration\GenomeBuild\","\\OSIRIS\AlterationOnSample\Variant\Alteration\GenomeBuild\"
"\\OSIRIS\AlterationOnSample\Variant\Alteration\Cytoband\","\\OSIRIS\AlterationOnSample\Variant\Alteration\Cytoband\"
"\\OSIRIS\AlterationOnSample\Variant\ReferenceAllele\","\\OSIRIS\AlterationOnSample\Variant\ReferenceAllele\"
"\\OSIRIS\AlterationOnSample\Variant\AlternativeAllele\","\\OSIRIS\AlterationOnSample\Variant\AlternativeAllele\"
"\\OSIRIS\AlterationOnSample\Variant\DNASequenceVariationType\","\\OSIRIS\AlterationOnSample\Variant\DNASequenceVariationType\"
"\\OSIRIS\AlterationOnSample\Variant\VariantInSample\","\\OSIRIS\AlterationOnSample\Variant\VariantInSample\"
"\\OSIRIS\AlterationOnSample\Variant\VariantInSample\PositionReadDepth\","\\OSIRIS\AlterationOnSample\Variant\VariantInSample\PositionReadDepth\"
"\\OSIRIS\AlterationOnSample\Variant\VariantInSample\VariantReadDepth\","\\OSIRIS\AlterationOnSample\Variant\VariantInSample\VariantReadDepth\"
"\\OSIRIS\AlterationOnSample\Variant\VariantInSample\StrandBias\","\\OSIRIS\AlterationOnSample\Variant\VariantInSample\StrandBias\"
