\\i2b2\\OSIRIS\\;ID_0;OSIRIS;;2019-02-19 18:08:09.197729;2019-02-19 18:08:09.197744;2019-02-19 18:08:09.197747;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\Polynesian\\;Patient|Ethnicity:Polynesian;Ethnicity;;2019-02-19 18:08:11.061380;2019-02-19 18:08:11.061382;2019-02-19 18:08:11.061384;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\Micronesian\\;Patient|Ethnicity:Micronesian;Ethnicity;;2019-02-19 18:08:11.061395;2019-02-19 18:08:11.061397;2019-02-19 18:08:11.061399;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\Melanesian\\;Patient|Ethnicity:Melanesian;Ethnicity;;2019-02-19 18:08:11.061413;2019-02-19 18:08:11.061415;2019-02-19 18:08:11.061416;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\OtherPacificIslander\\;Patient|Ethnicity:Other Pacific Islander;Ethnicity;;2019-02-19 18:08:11.061428;2019-02-19 18:08:11.061430;2019-02-19 18:08:11.061432;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\White\\;Patient|Ethnicity:White;Ethnicity;;2019-02-19 18:08:11.061443;2019-02-19 18:08:11.061445;2019-02-19 18:08:11.061447;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\European\\;Patient|Ethnicity:European;Ethnicity;;2019-02-19 18:08:11.061460;2019-02-19 18:08:11.061462;2019-02-19 18:08:11.061464;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\MiddleEasternorNorthAfrican\\;Patient|Ethnicity:Middle Eastern or North African;Ethnicity;;2019-02-19 18:08:11.061476;2019-02-19 18:08:11.061478;2019-02-19 18:08:11.061480;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\Arab\\;Patient|Ethnicity:Arab;Ethnicity;;2019-02-19 18:08:11.061490;2019-02-19 18:08:11.061493;2019-02-19 18:08:11.061494;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\Ethnicity\\Unknown\\;Patient|Ethnicity:Unknown;Ethnicity;;2019-02-19 18:08:11.061506;2019-02-19 18:08:11.061508;2019-02-19 18:08:11.061509;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\BirthDate\\;Patient|BirthDate;BirthDate;;2019-02-19 18:08:11.061628;2019-02-19 18:08:11.061631;2019-02-19 18:08:11.061633;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\DeathDate\\;Patient|DeathDate;DeathDate;;2019-02-19 18:08:11.061688;2019-02-19 18:08:11.061690;2019-02-19 18:08:11.061692;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\ProviderCenterId\\;Patient|ProviderCenterId;ProviderCenterId;;2019-02-19 18:08:11.061743;2019-02-19 18:08:11.061745;2019-02-19 18:08:11.061747;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\OriginCenterId\\;Patient|OriginCenterId;OriginCenterId;;2019-02-19 18:08:11.061796;2019-02-19 18:08:11.061798;2019-02-19 18:08:11.061800;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\CauseOfDeath\\;ID_10;CauseOfDeath;;2019-02-19 18:08:11.061847;2019-02-19 18:08:11.061850;2019-02-19 18:08:11.061852;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\CauseOfDeath\\Othercancer\\;Patient|CauseOfDeath:Other cancer;CauseOfDeath;;2019-02-19 18:08:11.846651;2019-02-19 18:08:11.846661;2019-02-19 18:08:11.846663;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\CauseOfDeath\\Othercause\\;Patient|CauseOfDeath:Other cause;CauseOfDeath;;2019-02-19 18:08:11.846866;2019-02-19 18:08:11.846869;2019-02-19 18:08:11.846871;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\CauseOfDeath\\Complicationsoftreatment\\;Patient|CauseOfDeath:Complications of treatment;CauseOfDeath;;2019-02-19 18:08:11.846884;2019-02-19 18:08:11.846886;2019-02-19 18:08:11.846888;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\CauseOfDeath\\Neoplasm\\;Patient|CauseOfDeath:Neoplasm;CauseOfDeath;;2019-02-19 18:08:11.846900;2019-02-19 18:08:11.846902;2019-02-19 18:08:11.846903;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\CauseOfDeath\\Deathofunknowncause\\;Patient|CauseOfDeath:Death of unknown cause;CauseOfDeath;;2019-02-19 18:08:11.846915;2019-02-19 18:08:11.846917;2019-02-19 18:08:11.846919;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\LastNewsDate\\;Patient|LastNewsDate;LastNewsDate;;2019-02-19 18:08:11.846996;2019-02-19 18:08:11.846999;2019-02-19 18:08:11.847001;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\LastNewsStatus\\;ID_12;LastNewsStatus;;2019-02-19 18:08:11.847053;2019-02-19 18:08:11.847056;2019-02-19 18:08:11.847058;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\LastNewsStatus\\Alivefinding\\;Patient|LastNewsStatus:Alive (finding);LastNewsStatus;;2019-02-19 18:08:12.853926;2019-02-19 18:08:12.853938;2019-02-19 18:08:12.853941;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\LastNewsStatus\\PatientOutcome-Died\\;Patient|LastNewsStatus:Patient Outcome - Died;LastNewsStatus;;2019-02-19 18:08:12.854201;2019-02-19 18:08:12.854204;2019-02-19 18:08:12.854206;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\Patient\\LastNewsStatus\\Unknown\\;Patient|LastNewsStatus:Unknown;LastNewsStatus;;2019-02-19 18:08:12.854219;2019-02-19 18:08:12.854221;2019-02-19 18:08:12.854223;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\;ID_14;tumorPathologyEvent;;2019-02-19 18:08:12.854372;2019-02-19 18:08:12.854376;2019-02-19 18:08:12.854378;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\Type\\;ID_15;Type;;2019-02-19 18:08:12.854416;2019-02-19 18:08:12.854418;2019-02-19 18:08:12.854420;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\Type\\Neoplasm\\;TumorPathologyEvent|Type:Neoplasm;Type;;2019-02-19 18:08:13.743700;2019-02-19 18:08:13.743713;2019-02-19 18:08:13.743716;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\Type\\MetastaticMalignantNeoplasmNCI:C36263\\;TumorPathologyEvent|Type:Metastatic Malignant Neoplasm (NCI:C36263);Type;;2019-02-19 18:08:13.743980;2019-02-19 18:08:13.743983;2019-02-19 18:08:13.743986;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\Type\\Recurrenttumor\\;TumorPathologyEvent|Type:Recurrent tumor;Type;;2019-02-19 18:08:13.744002;2019-02-19 18:08:13.744004;2019-02-19 18:08:13.744006;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\Type\\Primarytumor\\;TumorPathologyEvent|Type:Primary tumor;Type;;2019-02-19 18:08:13.744021;2019-02-19 18:08:13.744023;2019-02-19 18:08:13.744026;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\Type\\Unknown\\;TumorPathologyEvent|Type:Unknown;Type;;2019-02-19 18:08:13.744040;2019-02-19 18:08:13.744043;2019-02-19 18:08:13.744045;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\StartDate\\;ID_16;StartDate;;2019-02-19 18:08:13.744228;2019-02-19 18:08:13.744231;2019-02-19 18:08:13.744233;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\EndDate\\;ID_17;EndDate;;2019-02-19 18:08:13.744262;2019-02-19 18:08:13.744264;2019-02-19 18:08:13.744266;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\PerformanceStatus\\;ID_18;PerformanceStatus;;2019-02-19 18:08:13.744293;2019-02-19 18:08:13.744296;2019-02-19 18:08:13.744297;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\PerformanceStatus\\activitenormalesansrestriction\\;TumorPathologyEvent|PerformanceStatus:activité normale sans restriction;PerformanceStatus;;2019-02-19 18:08:14.443294;2019-02-19 18:08:14.443306;2019-02-19 18:08:14.443309;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\PerformanceStatus\\restreintpourdesactivitesphysiquesimportantesmaispatientambulantetcapabledefourniruntravailleger\\;TumorPathologyEvent|PerformanceStatus:restreint pour des activités physiques importantes  mais patient ambulant et capable de fournir un travail léger;PerformanceStatus;;2019-02-19 18:08:14.443576;2019-02-19 18:08:14.443579;2019-02-19 18:08:14.443582;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\PerformanceStatus\\ambulantetcapabledeseprendreenchargemaisincapabledefourniruntravailetalitependantmoinsde50%desontemps\\;TumorPathologyEvent|PerformanceStatus:ambulant et capable de se prendre en charge  mais incapable de fournir un travail et alité pendant moins de 50 % de son temps;PerformanceStatus;;2019-02-19 18:08:14.443600;2019-02-19 18:08:14.443603;2019-02-19 18:08:14.443605;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\PerformanceStatus\\capacitedepriseenchargeproprebeaucouppluslimitee.Passeplusde50%desontempsaulitoudansunechaise.\\;TumorPathologyEvent|PerformanceStatus:capacité de prise en charge propre beaucoup plus limitée. Passe plus de 50 % de son temps au lit ou dans une chaise.;PerformanceStatus;;2019-02-19 18:08:14.443625;2019-02-19 18:08:14.443628;2019-02-19 18:08:14.443630;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\PerformanceStatus\\completementgrabataire.Incapabledeseprendreencharge.Lepatientrestetotalementconfineaulitoudansunechaise.\\;TumorPathologyEvent|PerformanceStatus:complètement grabataire. Incapable de se prendre en charge. Le patient reste totalement confiné au lit ou dans une chaise.;PerformanceStatus;;2019-02-19 18:08:14.443662;2019-02-19 18:08:14.443664;2019-02-19 18:08:14.443666;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\G8\\;TumorPathologyEvent|G8;G8;;2019-02-19 18:08:14.443776;2019-02-19 18:08:14.443780;2019-02-19 18:08:14.443782;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\HistologicalGradeType\\;TumorPathologyEvent|HistologicalGradeType;HistologicalGradeType;;2019-02-19 18:08:14.443853;2019-02-19 18:08:14.443859;2019-02-19 18:08:14.443862;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\HistologicalGradeValue\\;TumorPathologyEvent|HistologicalGradeValue;HistologicalGradeValue;;2019-02-19 18:08:14.443925;2019-02-19 18:08:14.443928;2019-02-19 18:08:14.443930;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\StadeType\\;TumorPathologyEvent|StadeType;StadeType;;2019-02-19 18:08:14.443988;2019-02-19 18:08:14.443991;2019-02-19 18:08:14.443993;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\StadeValue\\;TumorPathologyEvent|StadeValue;StadeValue;;2019-02-19 18:08:14.444051;2019-02-19 18:08:14.444054;2019-02-19 18:08:14.444056;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\DiagnosisDate\\;ID_24;DiagnosisDate;;2019-02-19 18:08:14.444113;2019-02-19 18:08:14.444116;2019-02-19 18:08:14.444118;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\;ID_25;TopographyCode;;2019-02-19 18:08:14.444148;2019-02-19 18:08:14.444151;2019-02-19 18:08:14.444153;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\LIP\\;TumorPathologyEvent|TopographyCode:LIP;TopographyCode;;2019-02-19 18:08:15.182813;2019-02-19 18:08:15.182822;2019-02-19 18:08:15.182824;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\Externalupperlip\\;TumorPathologyEvent|TopographyCode:External upper lip;TopographyCode;;2019-02-19 18:08:15.183005;2019-02-19 18:08:15.183008;2019-02-19 18:08:15.183010;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\Externallowerlip\\;TumorPathologyEvent|TopographyCode:External lower lip;TopographyCode;;2019-02-19 18:08:15.183027;2019-02-19 18:08:15.183029;2019-02-19 18:08:15.183030;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\ExternallipNOS\\;TumorPathologyEvent|TopographyCode:External lip  NOS;TopographyCode;;2019-02-19 18:08:15.183041;2019-02-19 18:08:15.183043;2019-02-19 18:08:15.183044;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\Mucosaofupperlip\\;TumorPathologyEvent|TopographyCode:Mucosa of upper lip;TopographyCode;;2019-02-19 18:08:15.183058;2019-02-19 18:08:15.183060;2019-02-19 18:08:15.183062;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\Mucosaoflowerlip\\;TumorPathologyEvent|TopographyCode:Mucosa of lower lip;TopographyCode;;2019-02-19 18:08:15.183073;2019-02-19 18:08:15.183075;2019-02-19 18:08:15.183076;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\MucosaoflipNOS\\;TumorPathologyEvent|TopographyCode:Mucosa of lip  NOS;TopographyCode;;2019-02-19 18:08:15.183088;2019-02-19 18:08:15.183090;2019-02-19 18:08:15.183091;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\Commissureoflip\\;TumorPathologyEvent|TopographyCode:Commissure of lip;TopographyCode;;2019-02-19 18:08:15.183101;2019-02-19 18:08:15.183103;2019-02-19 18:08:15.183104;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\Overlappinglesionoflip\\;TumorPathologyEvent|TopographyCode:Overlapping lesion of lip;TopographyCode;;2019-02-19 18:08:15.183114;2019-02-19 18:08:15.183116;2019-02-19 18:08:15.183118;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\LipNOS\\;TumorPathologyEvent|TopographyCode:Lip  NOS;TopographyCode;;2019-02-19 18:08:15.183127;2019-02-19 18:08:15.183129;2019-02-19 18:08:15.183131;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\BASEOFTONGUE\\;TumorPathologyEvent|TopographyCode:BASE OF TONGUE;TopographyCode;;2019-02-19 18:08:15.183141;2019-02-19 18:08:15.183142;2019-02-19 18:08:15.183144;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\BaseoftongueNOS\\;TumorPathologyEvent|TopographyCode:Base of tongue  NOS;TopographyCode;;2019-02-19 18:08:15.183154;2019-02-19 18:08:15.183156;2019-02-19 18:08:15.183157;TEST_OSIRIS;None
\\i2b2\\OSIRIS\\tumorPathologyEvent\\TopographyCode\\OTHERANDUNSPECIFIEDPARTSOFTONGUE\\;TumorPathologyEvent|TopographyCode:OTHER AND UNSPECIFIED PARTS OF TONGUE;TopographyCode;;2019-02-19 18:08:15.183168;2019-02-19 18:08:15.183169;2019-02-19 18:08:15.183171;TEST_OSIRIS;None
